Subdivision,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
COASTAL KARNATAKA,1915,0.1,2.3,2.0,48.8,75.2,785.0,773.2,388.9,304.0,168.3,96.9,4.2,2648.7
COASTAL KARNATAKA,1916,0.0,0.0,0.3,25.2,88.7,1051.4,633.5,617.0,587.8,208.7,255.2,0.0,3467.9
COASTAL KARNATAKA,1917,0.0,29.8,7.1,10.2,52.6,1075.7,766.1,597.5,500.5,319.6,64.8,0.0,3424.1
COASTAL KARNATAKA,1918,3.4,0.3,3.9,11.4,699.5,564.4,360.6,485.4,134.3,64.7,168.8,14.2,2510.9
COASTAL KARNATAKA,1919,0.0,0.0,0.0,2.4,74.4,669.9,960.9,632.7,208.3,236.2,124.0,9.3,2918.1
COASTAL KARNATAKA,1920,2.1,0.0,0.1,72.7,29.2,813.3,1107.5,464.7,133.5,129.8,36.3,0.0,2789.2
COASTAL KARNATAKA,1921,13.0,0.0,3.5,62.4,18.6,699.4,871.9,841.6,327.1,128.6,41.3,0.0,3007.4
COASTAL KARNATAKA,1922,6.5,3.1,0.0,44.8,123.4,763.1,1333.2,564.9,314.4,89.8,89.4,0.0,3332.6
COASTAL KARNATAKA,1923,0.8,0.2,32.2,9.7,52.8,604.8,1627.2,1013.2,283.3,44.4,6.6,5.8,3681.0
COASTAL KARNATAKA,1924,0.0,0.0,14.8,46.0,47.2,889.6,1515.4,602.7,282.7,94.4,30.7,5.2,3528.9
COASTAL KARNATAKA,1925,0.0,0.0,17.1,20.8,176.6,1176.4,1117.2,733.7,81.5,213.2,27.7,17.2,3581.3
COASTAL KARNATAKA,1926,12.3,2.0,0.1,7.3,15.3,686.3,976.4,850.3,258.6,143.6,4.0,0.1,2956.3
COASTAL KARNATAKA,1927,0.0,0.0,0.6,21.5,80.1,683.4,1313.2,535.8,319.9,110.5,151.3,0.0,3216.3
COASTAL KARNATAKA,1928,0.1,29.3,21.6,36.3,17.1,844.6,1108.7,836.6,107.4,316.4,12.0,9.3,3339.4
COASTAL KARNATAKA,1929,1.9,0.2,2.5,105.6,114.7,1361.6,901.3,566.9,265.2,281.9,61.4,0.2,3663.5
COASTAL KARNATAKA,1930,1.2,0.2,0.0,19.3,171.5,910.9,706.8,420.8,401.2,254.1,14.2,12.6,2913.0
COASTAL KARNATAKA,1931,0.0,0.0,2.4,33.4,85.1,673.4,1244.0,1201.9,255.6,183.5,106.7,56.5,3842.4
COASTAL KARNATAKA,1932,0.0,0.0,0.0,25.4,255.4,661.5,1072.4,457.2,469.9,348.7,125.5,7.3,3423.3
COASTAL KARNATAKA,1933,0.0,0.1,5.4,60.6,360.3,1031.9,1326.6,481.3,502.5,292.8,42.3,35.6,4139.5
COASTAL KARNATAKA,1934,7.4,0.6,1.0,16.0,24.4,1095.6,827.5,678.2,184.2,143.2,32.7,1.0,3011.8
COASTAL KARNATAKA,1935,2.0,0.0,0.7,11.3,25.1,674.0,1168.1,425.5,312.5,245.0,11.9,9.9,2886.0
COASTAL KARNATAKA,1936,0.0,0.9,23.3,14.7,138.7,1075.6,981.6,562.3,195.6,219.4,108.6,4.1,3324.6
COASTAL KARNATAKA,1937,0.0,0.0,5.7,110.1,30.3,740.8,1531.7,365.7,274.1,240.8,11.8,3.2,3314.2
COASTAL KARNATAKA,1938,0.0,0.0,15.5,43.3,138.2,1025.3,950.1,429.9,374.0,134.3,39.9,0.3,3150.8
COASTAL KARNATAKA,1939,0.0,0.0,5.4,35.9,8.4,725.7,903.9,631.4,127.3,232.6,73.4,0.2,2744.2
COASTAL KARNATAKA,1940,0.1,0.0,0.1,26.9,131.0,713.8,1155.7,1247.4,100.4,222.5,120.5,5.5,3723.8
COASTAL KARNATAKA,1941,4.1,1.2,5.5,18.1,60.5,869.7,589.8,561.6,224.9,122.8,21.6,35.3,2515.1
COASTAL KARNATAKA,1942,0.0,1.7,0.3,77.2,72.4,1104.8,1338.3,540.3,189.5,129.8,25.9,22.4,3502.5
COASTAL KARNATAKA,1943,22.4,1.7,1.3,7.1,455.2,941.8,994.4,314.5,461.5,280.2,97.0,0.0,3577.1
COASTAL KARNATAKA,1944,0.0,0.7,18.2,3.3,106.5,777.8,1204.0,451.2,61.6,267.5,81.9,11.8,2984.4
COASTAL KARNATAKA,1945,2.6,0.0,0.0,19.7,24.5,824.7,1296.1,493.2,294.7,63.2,60.7,0.0,3079.2
COASTAL KARNATAKA,1946,0.0,1.5,3.9,41.7,80.8,1227.0,1001.2,1086.6,231.5,148.9,180.6,37.7,4041.4
COASTAL KARNATAKA,1947,1.7,9.2,13.9,45.1,18.7,630.6,1247.9,899.5,389.5,48.7,7.1,26.3,3338.0
COASTAL KARNATAKA,1948,16.5,0.0,8.4,55.6,66.1,848.8,1102.9,973.2,301.3,90.6,162.9,0.2,3626.5
COASTAL KARNATAKA,1949,3.3,0.0,1.2,12.0,293.1,691.6,1157.1,585.4,438.0,148.8,32.0,0.0,3362.4
COASTAL KARNATAKA,1950,0.0,1.0,0.2,3.9,89.3,801.6,1506.7,456.1,716.5,136.6,54.1,0.1,3766.1
COASTAL KARNATAKA,1951,0.0,0.0,0.9,55.4,70.7,940.2,1083.4,441.1,268.9,187.1,76.2,0.4,3124.3
COASTAL KARNATAKA,1952,0.0,0.5,0.0,35.4,84.8,912.1,816.6,631.4,54.7,335.5,0.0,25.6,2896.6
COASTAL KARNATAKA,1953,0.3,0.0,0.0,48.2,8.6,666.2,1630.1,633.6,160.0,313.4,2.9,0.0,3463.3
COASTAL KARNATAKA,1954,0.5,0.0,21.6,61.1,89.8,1034.4,1357.4,688.7,421.8,133.6,0.6,12.1,3821.5
COASTAL KARNATAKA,1955,0.3,0.0,4.7,29.9,360.3,962.7,639.3,702.2,458.2,361.1,31.0,2.8,3552.5
COASTAL KARNATAKA,1956,0.0,0.8,1.0,78.4,412.7,1001.0,1155.8,520.0,267.6,288.5,129.9,0.7,3856.5
COASTAL KARNATAKA,1957,0.0,0.0,1.5,8.5,168.0,755.8,1101.1,703.9,98.0,189.0,148.9,0.1,3174.8
COASTAL KARNATAKA,1958,0.5,0.1,1.7,46.6,184.8,1031.4,1253.7,705.8,296.9,114.1,49.1,2.8,3687.4
COASTAL KARNATAKA,1959,0.0,0.0,0.0,30.4,204.4,994.4,1727.0,704.1,521.6,75.3,52.0,21.7,4330.8
COASTAL KARNATAKA,1960,0.0,0.0,8.5,40.7,393.7,790.6,1053.2,510.5,450.5,169.0,87.6,0.0,3504.2
COASTAL KARNATAKA,1961,0.0,0.0,0.9,47.7,635.0,1013.0,1884.9,936.3,702.8,309.6,21.0,2.7,5553.9
COASTAL KARNATAKA,1962,0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7
COASTAL KARNATAKA,1963,1.1,0.7,28.6,38.5,85.9,682.3,887.6,1013.8,181.0,233.7,8.2,10.0,3171.3
COASTAL KARNATAKA,1964,0.0,0.0,2.6,5.8,23.4,631.7,864.0,978.1,363.9,200.2,53.1,17.6,3140.5
COASTAL KARNATAKA,1965,2.5,0.0,0.0,9.7,39.7,797.8,1002.5,577.2,196.8,25.1,20.1,159.7,2831.0
COASTAL KARNATAKA,1966,3.7,0.0,0.8,11.8,195.9,577.9,1122.4,278.3,299.6,191.8,231.5,62.8,2976.6
COASTAL KARNATAKA,1967,2.0,0.0,0.1,18.5,86.7,658.7,1368.5,673.4,237.1,124.8,7.4,4.5,3181.8
COASTAL KARNATAKA,1968,2.0,0.0,6.3,43.7,19.2,826.6,1550.5,456.3,304.9,221.4,30.1,0.1,3460.9
COASTAL KARNATAKA,1969,0.0,0.0,1.2,44.8,49.9,704.8,1253.9,488.3,542.7,163.4,82.6,11.4,3342.9
COASTAL KARNATAKA,1970,0.0,0.0,2.0,30.9,260.3,843.7,1259.2,1130.5,328.7,157.8,28.7,0.0,4041.9
COASTAL KARNATAKA,1971,0.0,0.1,0.4,23.5,268.3,1113.2,1017.0,532.6,215.6,55.2,7.0,2.5,3235.2
COASTAL KARNATAKA,1972,0.0,0.5,0.1,17.0,153.4,716.9,1068.8,522.9,131.2,201.6,38.7,5.8,2856.8
COASTAL KARNATAKA,1973,0.0,0.0,0.0,15.3,83.0,765.5,982.1,915.9,178.5,140.7,39.6,5.4,3126.0
COASTAL KARNATAKA,1974,0.0,0.0,5.5,25.8,168.1,474.7,1465.9,741.7,361.8,182.4,7.6,0.0,3433.5
COASTAL KARNATAKA,1975,0.3,0.0,7.0,8.0,103.0,1327.8,1095.5,958.6,537.1,199.5,63.1,0.1,4300.0
COASTAL KARNATAKA,1976,0.0,0.0,8.1,20.3,35.8,492.7,1187.1,644.4,346.3,50.3,138.3,10.6,2933.9
COASTAL KARNATAKA,1977,0.0,1.9,3.3,24.7,116.1,855.7,1290.3,441.1,266.5,198.5,180.8,0.0,3378.9
COASTAL KARNATAKA,1978,0.3,0.5,0.0,11.8,251.6,1212.6,1222.5,745.4,206.7,121.5,76.3,13.8,3862.9
COASTAL KARNATAKA,1979,0.8,0.2,0.2,11.7,12.2,735.3,962.7,619.4,238.6,127.3,111.8,3.3,2823.4
COASTAL KARNATAKA,1980,0.0,0.0,0.8,78.6,57.1,1193.3,1057.7,1004.7,199.5,95.0,71.3,4.1,3762.0
COASTAL KARNATAKA,1981,0.7,0.0,1.9,17.0,58.1,1013.7,1049.3,1187.4,340.7,119.9,56.7,3.2,3848.6
COASTAL KARNATAKA,1982,0.0,0.3,0.3,3.2,87.5,808.6,1258.7,1579.1,151.8,138.3,62.6,0.3,4090.9
COASTAL KARNATAKA,1983,0.0,0.0,0.0,0.0,24.4,712.6,1160.4,1231.8,596.5,140.9,50.3,25.2,3942.2
COASTAL KARNATAKA,1984,4.3,6.0,34.2,46.7,24.0,1110.2,1084.1,613.6,196.8,227.9,11.2,0.1,3359.0
COASTAL KARNATAKA,1985,5.3,0.0,1.6,12.9,76.9,977.9,668.5,844.3,130.6,258.6,27.5,11.7,3015.7
COASTAL KARNATAKA,1986,0.3,0.1,4.8,6.2,20.9,976.5,723.3,808.9,176.3,102.2,112.5,2.5,2934.4
COASTAL KARNATAKA,1987,0.0,0.0,0.2,1.7,63.5,728.3,704.5,715.6,180.6,232.2,74.9,14.7,2716.2
COASTAL KARNATAKA,1988,0.0,0.2,0.0,32.0,28.4,689.3,1295.8,832.6,451.9,122.7,2.4,11.3,3466.6
COASTAL KARNATAKA,1989,0.0,0.0,8.4,22.4,53.6,982.5,914.4,829.3,234.7,138.1,31.9,0.3,3215.6
COASTAL KARNATAKA,1990,1.7,0.0,0.1,5.2,343.2,997.0,1110.8,1087.0,265.4,215.0,93.6,1.4,4120.3
COASTAL KARNATAKA,1991,0.1,0.0,0.3,47.8,95.9,937.8,1501.7,895.7,79.1,111.6,45.4,0.7,3716.1
COASTAL KARNATAKA,1992,0.0,0.0,0.0,16.7,76.4,882.5,1084.9,1099.7,353.5,131.9,240.3,0.0,3885.9
COASTAL KARNATAKA,1993,0.0,0.1,6.8,22.0,68.6,589.9,1391.0,735.4,213.1,345.2,40.8,51.5,3464.4
COASTAL KARNATAKA,1994,3.5,0.0,6.3,72.9,44.1,1224.4,1752.8,903.4,266.6,336.0,28.6,0.5,4639.1
COASTAL KARNATAKA,1995,3.6,0.0,0.7,21.1,137.5,541.4,1375.7,685.1,346.2,191.7,57.5,0.0,3360.6
COASTAL KARNATAKA,1996,0.3,0.0,0.4,20.3,26.2,787.0,1116.7,615.0,288.9,259.5,27.5,37.8,3179.8
COASTAL KARNATAKA,1997,0.7,0.0,14.9,21.5,23.1,815.8,1494.1,1140.5,116.8,148.5,109.3,59.2,3944.6
COASTAL KARNATAKA,1998,0.0,0.0,1.4,6.6,71.6,967.5,1089.6,633.9,572.8,271.1,80.8,11.3,3706.5
COASTAL KARNATAKA,1999,0.0,0.4,0.4,7.1,335.5,854.1,1527.7,519.8,186.5,338.2,12.7,0.4,3782.8
COASTAL KARNATAKA,2000,14.9,0.5,0.8,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3
COASTAL KARNATAKA,2001,0.6,0.4,0.4,71.4,156.9,930.0,926.9,654.4,151.8,169.7,48.6,0.6,3111.6
COASTAL KARNATAKA,2002,0.6,11.2,0.5,30.9,164.0,764.5,545.7,731.3,163.5,360.0,20.7,0.3,2793.1
COASTAL KARNATAKA,2003,0.2,3.6,8.3,37.2,10.9,972.6,970.6,635.0,235.2,183.0,10.6,0.0,3067.3
COASTAL KARNATAKA,2004,0.0,0.0,6.0,24.8,326.3,805.8,718.7,874.4,153.6,103.8,52.1,0.0,3065.5
COASTAL KARNATAKA,2005,0.5,0.1,0.0,71.2,44.7,818.3,1184.5,686.3,450.5,178.2,24.5,2.2,3461.0
COASTAL KARNATAKA,2006,1.0,0.0,4.8,5.9,354.7,798.5,1098.1,853.3,404.1,208.9,98.1,0.0,3827.4
COASTAL KARNATAKA,2007,0.0,0.0,0.7,40.6,62.5,953.8,993.6,970.0,614.3,158.1,37.5,0.8,3831.9
COASTAL KARNATAKA,2008,0.0,12.1,163.6,29.0,63.1,850.0,677.0,879.4,382.5,91.8,19.6,12.4,3180.5
COASTAL KARNATAKA,2009,0.4,0.0,35.2,24.5,100.7,450.3,1768.9,486.1,530.7,281.5,132.4,35.4,3846.2
COASTAL KARNATAKA,2010,14.8,0.4,3.5,63.8,80.2,682.7,1200.8,638.6,468.4,297.1,235.6,11.0,3696.9
COASTAL KARNATAKA,2011,0.9,1.5,4.3,65.6,49.1,1018.6,1078.9,860.8,546.7,179.4,82.7,3.3,3891.9
COASTAL KARNATAKA,2012,0.0,0.9,1.3,75.5,21.8,677.2,752.7,1030.0,382.2,116.4,67.3,2.2,3127.5
COASTAL KARNATAKA,2013,6.0,17.8,15.6,24.2,86.2,941.1,1509.8,652.3,326.4,213.4,32.6,7.6,3833.0
COASTAL KARNATAKA,2014,0.1,0.1,2.1,37.3,139.6,447.3,1160.0,977.8,343.3,191.3,28.3,26.4,3353.6
COASTAL KARNATAKA,2015,0.8,4.4,23.6,51.5,172.5,671.0,734.4,485.7,227.9,143.7,74.3,4.9,2594.7
COASTAL KARNATAKA,2016,0.5,0.0,0.2,3.8,94.3,963.1,763.1,471.3,225.9,77.4,14.4,5.7,2619.7
COASTAL KARNATAKA,2017,1.1,0.0,2.5,9.5,129.0,831.4,820.1,625.3,316.5,185.7,19.4,7.2,2947.6
COASTAL KARNATAKA,2018,0.0,0.2,21.6,32.4,273.6,1011.2,1034.6,925.1,89.3,150.2,20.3,9.9,3568.2
COASTAL KARNATAKA,2019,0.0,0.3,3.5,22.6,18.9,578.5,1196.6,1375.8,636.9,519.6,50.2,12.2,4414.9
COASTAL KARNATAKA,2020,0.0,0.6,7.5,42.1,121.2,788.3,973.3,1147.4,772.9,301.9,20.8,10.0,4185.9
COASTAL KARNATAKA,2021,62.7,14.1,16.6,72.8,367.7,764.3,1032.4,495.8,508.4,289.1,227.2,41.0,3892.1
COASTAL KARNATAKA,2022,0.3,0.3,19.6,57.6,256.0,626.5,1489.1,743.5,386.1,140.6,35.9,16.7,3763.2
COASTAL KARNATAKA,2023,0.0,0.0,1.6,5.0,53.0,435.5,1609.3,222.9,432.1,120.4,87.7,13.7,2981.1
NORTH INTERIOR KARNATAKA,1901,3.5,18.8,7.1,67.2,65.5,120.5,151.9,115.1,128.8,80.0,13.6,0.9,773.0
NORTH INTERIOR KARNATAKA,1902,0.0,0.0,0.3,22.5,34.4,111.3,83.2,78.1,146.7,118.8,35.7,85.1,716.0
NORTH INTERIOR KARNATAKA,1903,3.5,0.0,0.1,6.9,53.4,102.8,209.4,146.4,189.3,166.4,34.3,16.0,928.4
NORTH INTERIOR KARNATAKA,1904,0.2,0.3,8.5,11.0,46.3,120.6,91.6,48.5,165.1,86.5,0.0,0.0,578.6
NORTH INTERIOR KARNATAKA,1905,0.0,5.9,2.6,16.0,51.2,99.6,60.1,139.2,42.2,85.0,4.4,0.0,506.2
NORTH INTERIOR KARNATAKA,1906,21.3,0.0,0.2,2.6,30.0,142.0,120.3,182.1,116.0,86.2,24.3,58.9,783.8
NORTH INTERIOR KARNATAKA,1907,1.1,0.0,12.1,96.9,5.6,90.6,155.1,185.2,165.7,10.3,17.9,6.1,746.7
NORTH INTERIOR KARNATAKA,1908,1.3,0.3,2.4,16.0,20.7,62.6,154.9,86.1,232.7,16.9,1.1,0.1,595.0
NORTH INTERIOR KARNATAKA,1909,2.4,0.1,10.1,11.8,55.3,110.2,140.4,175.6,106.2,50.0,12.0,1.6,675.8
NORTH INTERIOR KARNATAKA,1910,0.0,0.0,4.5,2.5,28.1,78.2,127.9,195.5,186.3,104.1,32.3,0.0,759.4
NORTH INTERIOR KARNATAKA,1911,0.0,0.0,5.1,3.1,43.2,87.6,151.5,71.6,67.4,61.4,8.8,10.3,510.0
NORTH INTERIOR KARNATAKA,1912,0.0,12.4,0.0,42.6,38.2,43.7,226.2,158.0,104.4,104.9,28.3,0.0,758.6
NORTH INTERIOR KARNATAKA,1913,0.0,0.9,0.0,16.3,76.7,104.0,150.9,45.0,89.3,85.4,2.5,1.3,572.3
NORTH INTERIOR KARNATAKA,1914,0.0,0.0,0.6,19.5,34.2,74.4,220.9,237.1,152.1,24.9,43.0,18.2,824.8
NORTH INTERIOR KARNATAKA,1915,26.5,2.4,25.5,32.4,40.3,107.2,150.1,57.8,173.6,89.3,42.6,5.5,753.3
NORTH INTERIOR KARNATAKA,1916,0.0,1.2,0.2,22.7,60.1,97.4,234.0,82.4,190.8,197.3,201.8,0.0,1087.9
NORTH INTERIOR KARNATAKA,1917,0.0,21.1,22.7,11.7,20.2,117.0,77.8,164.2,192.6,137.2,59.4,0.0,823.8
NORTH INTERIOR KARNATAKA,1918,5.9,0.2,2.3,22.5,117.3,43.3,37.0,61.2,150.8,19.6,62.5,5.5,528.0
NORTH INTERIOR KARNATAKA,1919,10.6,0.3,0.1,13.2,64.7,124.2,72.7,41.0,228.5,84.3,85.0,2.5,727.1
NORTH INTERIOR KARNATAKA,1920,2.6,0.0,0.0,25.1,32.3,75.3,82.6,56.5,139.5,54.3,2.2,0.0,470.3
NORTH INTERIOR KARNATAKA,1921,0.2,0.0,1.2,33.6,5.4,63.5,158.2,41.7,49.4,125.3,104.5,0.0,582.8
NORTH INTERIOR KARNATAKA,1922,24.5,1.5,0.2,30.2,40.4,70.7,108.1,40.4,35.9,64.9,92.1,0.0,509.0
NORTH INTERIOR KARNATAKA,1923,0.2,13.2,32.9,21.4,28.2,38.2,229.4,64.4,163.1,9.4,0.0,2.3,602.7
NORTH INTERIOR KARNATAKA,1924,5.1,0.0,6.0,42.0,22.0,68.3,120.4,117.9,155.1,37.9,13.4,3.1,591.2
NORTH INTERIOR KARNATAKA,1925,0.0,0.0,7.3,34.3,79.0,74.1,113.7,77.5,108.7,118.7,16.6,12.9,642.6
NORTH INTERIOR KARNATAKA,1926,24.8,1.0,2.1,4.5,37.1,65.5,123.0,138.4,161.7,22.1,0.8,0.0,580.9
NORTH INTERIOR KARNATAKA,1927,0.0,1.4,4.4,9.3,34.4,123.9,161.0,54.3,184.7,24.7,82.7,0.0,680.8
NORTH INTERIOR KARNATAKA,1928,0.5,28.4,13.2,18.2,20.5,153.6,130.2,73.4,210.7,102.6,0.3,17.0,768.5
NORTH INTERIOR KARNATAKA,1929,2.0,24.9,2.7,49.0,37.8,105.6,67.4,33.0,167.2,91.3,16.0,1.2,598.0
NORTH INTERIOR KARNATAKA,1930,0.0,0.3,3.1,9.5,56.2,94.1,61.0,61.1,189.4,130.8,22.8,4.3,632.6
NORTH INTERIOR KARNATAKA,1931,0.0,0.1,4.5,30.6,33.1,114.1,134.9,70.1,195.1,51.7,65.6,19.4,719.1
NORTH INTERIOR KARNATAKA,1932,0.0,1.9,0.6,24.8,46.5,49.9,165.3,160.4,113.9,146.8,98.5,0.1,808.7
NORTH INTERIOR KARNATAKA,1933,0.1,2.8,13.6,50.1,84.1,113.2,131.6,158.9,149.3,160.7,52.3,30.4,947.2
NORTH INTERIOR KARNATAKA,1934,1.2,0.0,0.3,29.5,9.9,70.8,212.3,98.9,67.5,58.9,41.9,0.0,591.1
NORTH INTERIOR KARNATAKA,1935,13.9,0.4,0.1,30.1,13.1,120.8,106.8,204.3,80.5,131.7,11.5,1.7,714.8
NORTH INTERIOR KARNATAKA,1936,0.0,18.4,5.9,13.3,50.3,101.5,62.7,59.5,136.4,50.8,62.7,3.0,564.6
NORTH INTERIOR KARNATAKA,1937,0.0,14.0,12.8,63.3,16.3,54.3,124.8,36.6,109.6,113.5,0.0,6.9,552.3
NORTH INTERIOR KARNATAKA,1938,0.0,4.9,43.4,15.5,45.6,119.0,142.1,190.3,200.8,44.2,8.0,1.0,815.0
NORTH INTERIOR KARNATAKA,1939,0.0,0.0,5.5,11.1,12.9,87.9,113.2,157.8,115.8,122.1,27.6,0.0,653.9
NORTH INTERIOR KARNATAKA,1940,2.0,0.0,0.1,31.0,64.5,122.7,118.3,138.0,111.9,115.2,18.6,14.4,736.8
NORTH INTERIOR KARNATAKA,1941,10.7,3.9,7.2,11.2,24.9,64.7,106.2,80.3,164.6,52.5,0.3,9.1,535.6
NORTH INTERIOR KARNATAKA,1942,0.0,3.2,0.4,30.2,35.7,138.5,111.7,143.7,57.4,33.8,4.2,26.7,585.6
NORTH INTERIOR KARNATAKA,1943,6.7,0.8,3.1,31.5,117.8,115.6,128.8,71.8,200.9,174.0,28.0,0.0,879.1
NORTH INTERIOR KARNATAKA,1944,0.0,3.2,30.3,12.3,44.8,92.5,174.6,28.0,140.5,158.7,37.1,0.0,722.0
NORTH INTERIOR KARNATAKA,1945,0.3,0.0,0.0,11.2,21.3,69.7,191.9,95.7,92.8,57.6,3.5,0.0,543.9
NORTH INTERIOR KARNATAKA,1946,0.0,7.6,3.8,44.2,56.8,106.7,135.0,127.9,146.2,75.5,102.0,3.3,808.8
NORTH INTERIOR KARNATAKA,1947,8.6,6.7,11.1,13.9,29.0,102.9,175.5,217.0,161.3,38.4,13.4,8.6,786.2
NORTH INTERIOR KARNATAKA,1948,0.9,0.0,7.9,40.1,38.2,72.6,110.3,147.3,155.9,79.0,126.3,0.1,778.3
NORTH INTERIOR KARNATAKA,1949,0.0,1.5,6.4,15.2,72.8,82.5,114.1,100.5,265.4,94.1,10.7,0.0,763.2
NORTH INTERIOR KARNATAKA,1950,0.0,6.8,4.0,8.2,51.8,94.9,122.6,120.8,180.4,109.8,7.0,0.0,706.4
NORTH INTERIOR KARNATAKA,1951,0.0,0.0,4.5,17.3,63.8,117.5,179.0,64.8,149.0,101.2,10.4,0.8,708.3
NORTH INTERIOR KARNATAKA,1952,0.0,8.0,0.1,32.1,98.3,52.9,132.0,64.7,85.2,141.6,0.0,13.7,628.4
NORTH INTERIOR KARNATAKA,1953,0.0,0.0,0.1,38.9,5.7,127.8,192.4,91.6,186.2,248.3,0.0,0.0,891.1
NORTH INTERIOR KARNATAKA,1954,0.0,0.0,16.9,19.7,44.9,80.1,216.4,152.6,78.2,62.8,0.2,11.4,683.2
NORTH INTERIOR KARNATAKA,1955,0.1,0.0,10.0,30.7,92.4,128.7,140.7,223.3,197.2,132.0,12.0,0.0,967.1
NORTH INTERIOR KARNATAKA,1956,0.0,2.8,1.1,30.2,64.0,96.8,314.1,117.9,144.9,164.6,100.1,2.4,1039.0
NORTH INTERIOR KARNATAKA,1957,0.0,0.9,5.4,25.5,70.0,115.4,146.6,188.8,87.8,174.3,23.0,0.0,837.8
NORTH INTERIOR KARNATAKA,1958,2.0,0.2,7.3,46.0,100.3,55.2,174.8,179.7,71.2,83.7,31.0,0.5,751.9
NORTH INTERIOR KARNATAKA,1959,0.1,0.0,0.6,26.2,43.8,163.2,155.1,90.6,148.8,52.3,17.2,0.6,698.5
NORTH INTERIOR KARNATAKA,1960,0.0,0.0,14.9,17.2,79.6,86.8,96.4,29.4,313.9,32.9,20.4,0.1,691.5
NORTH INTERIOR KARNATAKA,1961,0.1,0.6,6.4,32.0,102.1,99.9,245.4,78.4,33.1,144.9,5.6,0.0,748.6
NORTH INTERIOR KARNATAKA,1962,0.0,5.0,2.9,58.8,52.5,82.1,140.1,144.7,165.7,99.3,25.4,62.4,839.0
NORTH INTERIOR KARNATAKA,1963,0.0,10.9,33.9,34.4,78.9,113.1,73.9,195.5,63.0,178.6,1.0,0.0,783.1
NORTH INTERIOR KARNATAKA,1964,0.0,0.8,4.3,16.9,14.6,97.6,211.7,129.2,289.1,110.8,22.4,2.4,899.8
NORTH INTERIOR KARNATAKA,1965,1.3,0.0,0.4,14.0,17.2,110.4,185.8,120.0,150.1,3.8,2.8,26.8,632.8
NORTH INTERIOR KARNATAKA,1966,13.4,0.3,5.5,10.6,82.9,68.9,145.5,80.7,160.6,54.8,92.0,8.3,723.6
NORTH INTERIOR KARNATAKA,1967,1.2,0.0,11.8,34.6,32.5,74.1,187.1,72.5,141.9,80.0,1.7,8.4,645.7
NORTH INTERIOR KARNATAKA,1968,1.9,15.8,2.7,41.2,32.2,92.4,162.3,47.6,202.5,98.5,29.9,0.3,727.3
NORTH INTERIOR KARNATAKA,1969,0.0,0.0,4.1,15.0,40.6,89.7,151.4,159.1,125.1,113.4,33.6,1.3,733.3
NORTH INTERIOR KARNATAKA,1970,0.4,0.2,1.0,31.3,76.6,80.3,131.4,200.6,173.1,95.9,0.0,0.0,790.9
NORTH INTERIOR KARNATAKA,1971,0.8,0.0,0.3,23.6,69.4,102.4,53.8,120.2,110.1,129.7,0.6,0.0,611.0
NORTH INTERIOR KARNATAKA,1972,0.0,2.5,1.4,19.6,45.3,79.5,100.7,40.7,125.6,46.9,33.6,1.5,497.1
NORTH INTERIOR KARNATAKA,1973,0.0,0.0,0.2,10.2,29.7,136.1,101.4,154.8,100.6,212.2,5.5,0.5,751.3
NORTH INTERIOR KARNATAKA,1974,0.0,0.0,5.0,23.9,83.3,93.5,99.5,91.6,237.4,177.7,0.5,0.0,812.3
NORTH INTERIOR KARNATAKA,1975,8.1,1.1,5.6,7.2,59.4,104.4,237.8,109.0,216.2,321.8,21.6,0.1,1092.4
NORTH INTERIOR KARNATAKA,1976,0.0,0.0,5.5,35.0,11.1,82.5,131.9,148.7,73.6,15.5,58.2,0.1,562.1
NORTH INTERIOR KARNATAKA,1977,0.0,1.2,10.7,34.3,75.4,170.5,144.6,136.1,69.5,134.4,72.5,0.6,849.7
NORTH INTERIOR KARNATAKA,1978,0.5,13.2,0.8,35.1,77.1,102.1,166.1,161.1,204.5,86.4,55.2,4.3,906.5
NORTH INTERIOR KARNATAKA,1979,2.0,12.6,2.4,7.5,61.2,142.2,124.2,168.3,290.9,54.4,96.5,0.1,962.3
NORTH INTERIOR KARNATAKA,1980,0.1,0.0,1.6,51.5,20.1,149.1,126.0,171.6,125.9,19.8,22.6,3.4,691.6
NORTH INTERIOR KARNATAKA,1981,6.3,0.0,10.3,12.1,39.5,161.1,127.2,152.2,285.0,68.1,16.0,0.1,877.8
NORTH INTERIOR KARNATAKA,1982,0.1,0.0,0.8,13.8,59.7,87.1,163.6,83.2,144.7,83.6,43.6,0.0,680.3
NORTH INTERIOR KARNATAKA,1983,0.0,0.0,0.0,0.2,24.5,165.5,135.0,168.5,197.6,66.9,8.3,8.6,775.2
NORTH INTERIOR KARNATAKA,1984,0.4,3.9,6.2,14.3,8.0,63.9,217.5,62.1,126.8,113.5,1.2,0.1,617.9
NORTH INTERIOR KARNATAKA,1985,3.0,0.0,6.9,20.9,34.3,86.5,109.9,67.7,75.9,93.8,1.4,0.6,500.8
NORTH INTERIOR KARNATAKA,1986,11.0,7.2,1.4,23.2,38.1,125.3,76.1,130.1,114.0,29.4,59.7,5.3,620.9
