Subdivision,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,37.9,18.6,37.7,143.6,239.5,442.8,408.9,481.3,231.5,201.3,80.5,11.9,2335.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,18.0,40.4,100.9,259.4,337.1,583.7,443.2,273.8,228.0,100.3,2.9,5.4,2393.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,10.1,79.2,27.4,253.9,320.6,633.2,360.8,401.6,351.1,129.2,68.8,35.2,2671.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,31.7,11.7,80.0,259.5,370.8,634.7,793.0,515.4,436.9,274.4,28.1,2.2,3438.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,9.4,22.6,18.7,224.1,323.1,338.8,526.2,316.2,300.1,172.1,18.2,6.0,2275.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,5.5,36.7,97.6,141.9,174.7,502.0,392.6,356.7,148.8,65.4,24.6,3.2,1949.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,9.5,15.9,72.8,370.4,393.6,394.7,465.6,458.3,172.7,173.7,46.4,21.7,2595.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,5.2,8.5,44.8,100.2,254.3,491.4,441.5,251.8,272.3,63.4,55.4,0.7,1989.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,3.3,8.7,38.4,93.6,222.6,306.4,628.8,255.7,342.0,217.2,23.5,35.1,2175.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,13.2,35.2,97.3,170.9,281.7,389.5,453.0,411.2,266.1,141.7,1.1,0.7,2261.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,29.6,30.7,91.2,153.1,253.9,275.0,547.7,345.3,278.6,48.9,9.2,35.7,2098.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,1.9,31.9,50.8,258.2,214.7,520.3,551.8,380.2,294.9,61.6,30.4,17.0,2413.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,16.2,37.8,92.5,167.7,276.0,368.6,594.4,421.4,454.0,157.3,7.1,24.5,2617.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,23.0,7.3,28.8,201.9,414.2,481.6,1008.8,366.5,456.5,163.6,5.9,23.2,3181.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,8.9,33.3,154.2,271.6,338.3,501.7,735.6,358.2,340.3,75.1,16.0,19.3,2852.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,16.4,12.2,28.7,282.2,160.8,404.2,471.4,420.2,439.8,304.0,61.3,7.6,2608.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,8.9,28.3,111.7,200.8,200.3,540.6,775.7,441.4,452.7,155.6,38.8,11.9,2966.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,7.1,45.8,82.2,156.8,575.0,400.9,654.6,774.0,338.1,172.6,74.2,6.0,3287.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,11.0,52.1,30.4,181.1,265.3,488.3,759.2,271.7,425.8,200.4,15.4,6.3,2706.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,19.8,46.5,96.0,333.6,302.3,506.8,446.5,353.4,443.8,208.2,7.0,5.7,2769.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,13.7,30.4,62.0,175.0,492.4,516.3,426.4,389.6,431.5,227.3,9.4,41.8,2815.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,14.8,46.5,53.9,114.0,291.7,450.4,492.6,340.1,299.4,125.2,14.6,12.2,2255.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,73.8,97.6,86.5,140.0,375.1,614.6,586.3,475.1,302.8,131.7,8.5,2.1,2894.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,26.5,38.7,154.7,159.8,276.9,484.7,312.7,316.6,183.2,148.6,16.4,15.8,2134.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,8.9,40.3,41.8,144.8,298.4,672.3,564.6,547.6,405.6,80.7,95.1,7.3,2907.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,12.7,23.4,103.6,101.6,416.6,408.7,525.6,433.1,230.2,271.9,3.7,0.2,2531.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,18.2,41.5,94.4,132.9,243.2,570.2,519.9,314.4,375.4,38.0,13.9,37.6,2399.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,12.2,31.8,137.2,188.8,253.4,585.3,608.5,563.0,219.8,190.8,50.4,0.4,2841.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,2.5,0.6,37.9,146.4,465.9,446.7,627.7,529.1,216.1,201.8,14.3,2.4,2691.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,20.4,14.0,67.3,237.6,367.9,552.6,315.5,518.5,314.0,86.3,20.6,0.5,2515.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,5.6,40.9,32.6,195.2,265.6,393.4,445.5,301.0,274.0,196.8,20.7,2.3,2173.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,20.7,5.9,80.0,283.1,287.8,500.2,559.9,312.3,218.9,50.1,72.5,8.0,2399.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,8.7,41.8,96.1,214.4,245.3,573.0,481.2,299.7,249.6,233.4,13.6,18.6,2475.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,15.0,19.5,73.2,341.3,347.4,404.6,860.0,287.5,321.4,339.8,6.6,7.0,3023.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,22.8,31.2,172.8,209.0,284.4,377.8,465.7,463.9,163.5,218.5,8.0,1.1,2418.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,0.7,42.6,21.6,165.9,330.1,406.3,351.8,211.1,256.1,96.3,25.7,10.8,1919.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,1.7,74.4,24.1,248.6,224.2,493.4,682.6,312.0,501.2,166.9,47.6,4.3,2781.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,30.2,15.0,107.9,154.9,210.7,409.3,489.4,510.6,269.5,133.6,2.7,1.6,2335.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,7.0,11.8,44.1,133.0,244.1,320.8,425.3,519.8,191.6,134.6,9.5,4.2,2045.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,0.6,3.7,104.4,393.2,386.1,566.2,423.2,404.3,331.7,108.0,11.6,7.9,2740.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,10.9,12.4,106.2,91.0,249.7,333.4,407.9,302.2,233.3,29.9,13.3,2.8,1793.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,14.9,6.2,22.8,242.1,188.2,693.4,493.6,300.4,372.0,167.8,10.4,2.3,2514.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,1.1,10.1,46.9,129.9,399.7,331.2,364.8,332.8,250.5,122.4,0.9,2.1,1992.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,2.0,28.1,33.2,54.8,340.2,400.4,373.3,479.1,424.5,79.3,19.8,0.5,2235.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,13.9,15.0,43.4,240.8,328.3,572.6,303.8,593.8,280.4,59.9,15.3,20.5,2487.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2016,18.9,16.4,62.6,314.7,317.9,365.3,496.5,187.2,272.6,141.4,36.6,8.8,2238.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2017,1.8,36.0,123.3,300.9,255.9,490.8,428.4,477.5,342.4,209.9,10.6,11.3,2688.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2018,6.1,17.2,73.9,137.0,256.3,371.6,375.3,288.7,297.0,52.9,15.9,24.8,1916.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2019,2.5,27.3,44.5,205.7,393.4,406.7,665.8,207.9,336.9,190.4,13.6,2.4,2497.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2020,17.6,17.5,28.6,167.4,471.6,666.5,730.5,304.1,564.2,201.6,19.6,1.0,3190.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2021,8.7,2.5,43.3,98.6,270.5,477.8,366.0,434.8,166.7,135.2,2.9,10.5,2017.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,2022,23.7,52.5,47.1,344.6,517.7,858.1,291.1,217.2,229.9,221.2,0.3,4.8,2752.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2023,0.4,21.8,98.9,102.2,145.9,555.4,354.0,377.4,181.0,142.8,16.8,19.0,2015.6
GANGETIC WEST BENGAL,1901,36.1,56.8,4.8,64.4,126.7,213.7,294.3,287.9,312.3,62.0,81.2,0.6,1540.8
GANGETIC WEST BENGAL,1902,0.0,1.2,44.2,103.8,161.6,140.8,347.8,264.8,230.5,32.5,10.4,9.9,1347.6
GANGETIC WEST BENGAL,1903,17.5,24.6,37.3,30.6,78.5,201.7,179.6,277.6,300.7,198.0,8.2,0.0,1354.2
GANGETIC WEST BENGAL,1904,0.1,23.9,35.6,17.5,160.1,286.7,435.3,241.7,142.8,35.1,4.0,0.1,1383.0
GANGETIC WEST BENGAL,1905,30.9,49.6,84.7,84.9,156.8,70.9,525.5,263.6,287.6,107.3,0.0,5.2,1666.8
GANGETIC WEST BENGAL,1906,46.8,123.6,53.3,1.1,81.3,172.0,307.1,264.6,193.2,140.0,12.5,0.0,1395.5
GANGETIC WEST BENGAL,1907,0.7,24.1,94.9,39.7,92.3,347.6,217.5,249.9,232.3,13.3,0.0,24.7,1337.0
GANGETIC WEST BENGAL,1908,27.0,5.0,1.9,5.2,109.9,380.4,383.5,290.4,174.9,21.3,0.2,0.0,1399.8
GANGETIC WEST BENGAL,1909,5.6,6.4,0.6,145.2,97.2,335.0,232.4,504.3,273.0,75.3,1.3,21.3,1697.7
GANGETIC WEST BENGAL,1910,23.0,10.8,9.4,48.3,101.7,241.8,319.4,250.9,209.6,170.7,0.2,0.0,1385.8
GANGETIC WEST BENGAL,1911,1.2,2.9,42.8,35.3,110.4,276.6,168.4,261.5,260.2,93.3,12.3,0.0,1264.8
GANGETIC WEST BENGAL,1912,1.8,23.6,71.6,48.9,109.3,199.4,325.3,255.0,134.3,99.5,78.7,0.0,1347.3
GANGETIC WEST BENGAL,1913,4.1,110.7,35.0,12.8,157.0,512.0,367.7,290.3,186.2,122.6,18.5,9.8,1826.8
GANGETIC WEST BENGAL,1914,0.0,31.0,21.8,56.4,230.9,192.8,400.8,218.8,186.4,28.5,0.0,16.4,1383.8
GANGETIC WEST BENGAL,1915,6.1,9.1,79.5,26.5,122.5,224.5,228.5,236.7,229.3,88.3,59.0,0.3,1310.2
GANGETIC WEST BENGAL,1916,0.6,2.1,0.5,58.3,42.3,378.5,148.9,320.5,283.8,286.6,78.2,0.1,1600.5
GANGETIC WEST BENGAL,1917,0.4,33.6,19.7,29.4,171.4,366.8,321.8,259.9,204.7,358.3,9.7,0.0,1775.7
GANGETIC WEST BENGAL,1918,1.3,0.0,22.9,81.1,177.8,374.6,194.2,366.8,169.2,4.1,0.3,3.0,1395.4
GANGETIC WEST BENGAL,1919,41.9,19.3,10.5,61.8,125.3,306.0,299.0,385.9,148.9,48.0,35.7,0.0,1482.2
GANGETIC WEST BENGAL,1920,0.4,36.7,152.5,14.6,77.0,127.8,380.3,294.4,171.2,106.1,2.5,0.0,1363.5
GANGETIC WEST BENGAL,1921,36.5,10.1,13.2,57.4,53.3,238.4,279.6,382.1,177.7,51.9,0.0,0.0,1300.2
GANGETIC WEST BENGAL,1922,7.4,3.1,1.1,21.9,72.3,553.0,269.7,400.8,244.3,75.8,4.7,1.4,1655.5
GANGETIC WEST BENGAL,1923,0.0,92.2,8.2,22.0,71.5,154.3,330.8,405.6,110.1,72.2,16.9,1.2,1285.1
GANGETIC WEST BENGAL,1924,8.2,5.3,0.3,38.5,64.9,181.2,308.0,260.7,254.8,82.1,62.5,0.0,1266.5
GANGETIC WEST BENGAL,1925,10.7,14.8,28.4,78.9,106.2,171.8,305.7,211.2,158.4,184.5,3.1,0.0,1273.6
GANGETIC WEST BENGAL,1926,26.3,9.5,111.3,25.6,85.5,103.7,579.3,431.3,243.7,78.9,0.9,9.1,1705.3
GANGETIC WEST BENGAL,1927,31.6,37.4,9.1,22.3,96.6,227.7,317.4,224.6,161.5,58.7,3.7,0.0,1190.5
GANGETIC WEST BENGAL,1928,12.8,3.1,1.6,51.3,110.9,426.9,428.1,325.1,113.3,149.9,1.7,0.1,1625.0
GANGETIC WEST BENGAL,1929,42.8,13.2,38.7,41.8,52.5,208.1,398.6,297.3,168.3,264.6,0.0,31.3,1557.3
GANGETIC WEST BENGAL,1930,1.8,12.1,19.9,18.6,86.3,186.9,410.7,307.3,200.1,41.1,95.1,1.1,1380.8
GANGETIC WEST BENGAL,1931,2.2,74.6,27.1,22.7,111.5,157.2,368.4,286.7,197.0,168.3,59.0,0.9,1475.7
GANGETIC WEST BENGAL,1932,0.0,12.9,5.1,31.9,196.6,151.1,297.5,259.6,177.7,64.2,110.2,0.0,1306.8
GANGETIC WEST BENGAL,1933,16.3,53.3,3.7,75.6,171.6,326.3,384.9,420.8,266.9,144.8,2.1,0.8,1867.2
GANGETIC WEST BENGAL,1934,5.5,19.6,0.6,39.9,58.6,200.0,209.0,269.6,197.0,85.0,14.8,17.8,1117.4
GANGETIC WEST BENGAL,1935,12.1,26.3,30.8,34.6,33.6,163.4,233.1,298.9,171.1,9.6,0.0,1.6,1015.0
GANGETIC WEST BENGAL,1936,9.8,12.6,20.2,16.4,223.8,299.9,331.4,251.4,253.9,74.7,4.0,7.4,1505.6
GANGETIC WEST BENGAL,1937,0.0,112.8,8.6,16.8,130.3,300.8,265.6,280.4,295.7,109.2,1.9,0.4,1522.5
GANGETIC WEST BENGAL,1938,15.7,33.1,2.8,8.9,234.9,233.7,244.6,310.2,160.8,78.9,14.2,0.0,1337.8
GANGETIC WEST BENGAL,1939,2.4,23.1,10.9,20.2,70.2,250.5,420.2,450.9,207.5,220.6,21.2,0.8,1698.4
GANGETIC WEST BENGAL,1940,0.1,30.3,103.9,18.3,98.9,218.1,236.1,384.3,199.6,58.9,7.2,2.8,1358.5
GANGETIC WEST BENGAL,1941,29.3,0.4,0.7,27.6,87.5,376.1,404.3,396.5,184.4,219.6,74.3,0.4,1801.1
GANGETIC WEST BENGAL,1942,1.2,16.7,14.7,51.9,64.2,144.5,374.9,406.9,384.1,142.6,13.9,0.0,1615.6
GANGETIC WEST BENGAL,1943,39.4,25.7,16.9,85.4,53.6,209.5,418.5,320.5,186.8,90.0,0.0,0.0,1446.2
GANGETIC WEST BENGAL,1944,60.0,24.4,40.1,44.8,36.1,147.5,349.8,477.4,147.0,79.1,0.1,0.0,1406.3
GANGETIC WEST BENGAL,1945,18.0,13.6,5.0,75.7,110.2,196.2,196.3,213.2,198.6,244.2,0.1,0.3,1271.4
GANGETIC WEST BENGAL,1946,0.0,4.2,11.3,131.5,117.6,247.4,297.4,374.2,305.3,196.8,28.3,0.2,1714.1
GANGETIC WEST BENGAL,1947,3.4,13.1,43.3,18.4,104.0,172.7,348.9,292.0,237.4,95.9,0.5,33.5,1363.0
GANGETIC WEST BENGAL,1948,13.2,44.9,48.4,52.6,135.9,202.3,270.6,325.4,216.6,116.7,113.6,0.0,1540.1
GANGETIC WEST BENGAL,1949,6.8,3.0,33.5,114.7,188.9,214.5,325.0,285.5,209.8,110.5,1.3,0.0,1493.6
GANGETIC WEST BENGAL,1950,0.0,6.5,25.9,14.1,101.2,371.1,338.7,373.3,176.4,93.3,115.2,0.0,1615.6
GANGETIC WEST BENGAL,1951,0.0,0.4,62.1,13.1,67.4,180.7,253.5,260.3,200.1,140.0,36.0,0.4,1214.0
GANGETIC WEST BENGAL,1952,0.3,1.1,23.3,99.7,77.0,167.4,431.0,244.7,189.1,159.6,2.5,0.0,1395.6
GANGETIC WEST BENGAL,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56.0,38.6,0.0,1505.8
GANGETIC WEST BENGAL,1954,12.3,5.9,0.3,11.5,88.6,211.1,201.7,215.1,247.1,56.7,1.5,28.0,1079.9
GANGETIC WEST BENGAL,1955,2.9,2.3,11.4,24.3,48.0,174.7,338.7,251.9,188.1,151.9,73.9,0.1,1268.1
GANGETIC WEST BENGAL,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9,1714.2
GANGETIC WEST BENGAL,1957,50.2,26.6,8.7,6.0,16.4,231.8,312.1,201.0,239.4,38.2,0.1,0.0,1130.4
GANGETIC WEST BENGAL,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0.0,1151.1
GANGETIC WEST BENGAL,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.8
GANGETIC WEST BENGAL,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0.0,1245.5
GANGETIC WEST BENGAL,1961,11.1,75.8,6.8,13.6,91.2,275.0,171.4,252.8,290.9,101.0,0.8,0.1,1290.4
GANGETIC WEST BENGAL,1962,8.8,13.1,6.0,54.5,80.3,185.6,241.1,209.3,233.6,141.0,0.0,0.1,1173.5
GANGETIC WEST BENGAL,1963,0.3,2.4,5.7,61.6,103.6,258.8,277.6,167.1,270.9,131.5,9.5,0.5,1289.5
GANGETIC WEST BENGAL,1964,2.7,11.1,18.0,58.3,84.7,136.2,404.2,211.3,219.9,124.0,8.0,0.0,1278.4
GANGETIC WEST BENGAL,1965,0.3,33.8,46.5,32.8,45.3,227.6,289.6,287.0,220.3,80.0,0.3,0.2,1263.7
GANGETIC WEST BENGAL,1966,33.1,4.4,5.1,18.3,43.4,296.0,168.7,236.6,187.2,84.9,34.7,6.3,1118.6
GANGETIC WEST BENGAL,1967,52.5,3.3,44.9,65.3,53.0,131.6,247.8,368.8,326.2,52.3,1.3,1.4,1348.4
GANGETIC WEST BENGAL,1968,5.7,7.6,7.7,12.6,35.4,368.8,418.1,472.2,115.2,115.9,37.8,0.6,1597.6
GANGETIC WEST BENGAL,1969,4.7,5.1,20.9,80.2,89.0,139.8,276.2,418.0,300.9,45.9,23.2,0.2,1404.0
GANGETIC WEST BENGAL,1970,10.7,15.1,30.8,16.8,63.5,323.2,285.0,219.8,472.6,195.0,15.8,0.0,1648.4
GANGETIC WEST BENGAL,1971,30.6,14.2,4.8,174.2,122.1,260.2,472.5,573.4,252.8,163.5,31.4,0.0,2099.7
GANGETIC WEST BENGAL,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0.0,1333.2
GANGETIC WEST BENGAL,1973,1.3,8.9,67.6,26.0,134.2,204.2,304.9,335.0,401.6,206.6,20.9,23.9,1735.1
GANGETIC WEST BENGAL,1974,3.6,0.0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0.0,1470.6
GANGETIC WEST BENGAL,1975,9.9,18.7,10.6,38.1,65.8,156.6,364.9,331.1,286.3,141.6,42.6,0.0,1466.2
GANGETIC WEST BENGAL,1976,0.0,32.8,20.7,47.5,133.0,148.9,296.6,279.6,197.5,52.1,31.2,0.6,1240.5
GANGETIC WEST BENGAL,1977,11.7,24.2,7.3,89.9,176.4,409.4,450.9,329.4,171.3,86.6,48.0,35.5,1840.5
GANGETIC WEST BENGAL,1978,1.4,21.2,50.5,49.7,116.3,253.0,274.1,349.1,591.8,148.8,10.3,6.4,1872.4
GANGETIC WEST BENGAL,1979,16.0,27.3,8.4,28.0,22.3,282.9,296.4,229.6,167.0,48.0,11.5,20.4,1157.7
GANGETIC WEST BENGAL,1980,15.4,22.6,60.9,21.8,109.9,303.6,403.2,243.3,181.0,158.6,0.0,0.4,1520.9
GANGETIC WEST BENGAL,1981,13.7,63.9,64.8,110.8,250.9,321.4,417.7,327.6,250.0,11.6,3.8,72.8,1909.0
GANGETIC WEST BENGAL,1982,2.4,35.8,87.2,70.9,37.1,196.0,224.5,308.9,101.1,29.2,17.9,0.0,1110.9
GANGETIC WEST BENGAL,1983,9.1,39.2,47.0,44.2,132.5,188.9,207.6,365.4,247.4,167.6,1.1,13.6,1463.6
GANGETIC WEST BENGAL,1984,19.1,2.6,0.6,46.6,82.6,597.1,332.7,442.2,196.3,111.8,0.0,0.0,1831.6
GANGETIC WEST BENGAL,1985,10.9,22.0,8.8,24.1,99.5,280.4,286.2,340.6,201.8,137.2,1.8,0.0,1413.3
GANGETIC WEST BENGAL,1986,9.6,6.3,7.1,48.5,146.1,227.9,313.4,181.2,522.2,201.5,106.3,20.6,1790.9
GANGETIC WEST BENGAL,1987,1.8,7.1,18.9,76.6,91.7,146.9,427.4,473.0,262.6,34.0,43.7,7.7,1591.4
GANGETIC WEST BENGAL,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5,1681.5
GANGETIC WEST BENGAL,1989,0.4,4.9,6.1,5.4,173.6,318.1,414.5,291.4,284.2,105.5,3.7,18.3,1626.2
GANGETIC WEST BENGAL,1990,2.2,61.7,119.3,79.1,149.7,267.1,520.1,236.9,301.7,176.0,48.0,3.4,1965.2
GANGETIC WEST BENGAL,1991,27.8,11.4,41.6,34.7,66.0,257.4,382.2,332.7,245.8,125.5,15.5,67.4,1608.0
GANGETIC WEST BENGAL,1992,13.1,48.5,0.1,24.9,124.3,239.5,410.3,251.9,213.3,65.1,4.3,0.2,1395.6
GANGETIC WEST BENGAL,1993,0.3,3.8,41.1,79.2,115.7,328.5,280.5,361.9,422.2,93.8,37.9,0.0,1764.9
GANGETIC WEST BENGAL,1994,23.9,48.9,7.3,63.7,97.7,310.1,428.6,294.4,165.6,82.9,9.6,0.0,1532.6
GANGETIC WEST BENGAL,1995,20.1,30.7,8.4,10.1,203.5,185.4,399.0,411.7,413.4,88.1,161.4,6.2,1938.1
GANGETIC WEST BENGAL,1996,11.1,13.1,10.3,39.0,67.8,336.2,250.2,469.2,143.5,155.9,4.1,0.0,1500.3
GANGETIC WEST BENGAL,1997,18.7,23.6,44.3,101.6,98.2,220.0,440.2,388.6,246.0,27.5,29.8,26.1,1664.4
GANGETIC WEST BENGAL,1998,52.7,30.4,129.0,53.1,87.6,154.3,297.3,259.5,295.4,192.3,76.9,0.0,1628.4
GANGETIC WEST BENGAL,1999,0.1,0.7,1.3,10.5,217.7,268.2,404.4,375.7,466.2,194.7,13.4,0.0,1952.8
GANGETIC WEST BENGAL,2000,9.5,58.5,3.6,54.0,216.5,203.3,342.2,177.0,428.4,75.9,1.6,0.1,1570.5
GANGETIC WEST BENGAL,2001,0.3,1.9,33.8,50.1,175.0,383.0,268.5,250.2,204.3,163.5,8.8,0.0,1539.4
GANGETIC WEST BENGAL,2002,26.7,1.6,27.1,76.5,113.6,349.2,282.6,291.8,326.1,73.4,50.8,0.1,1619.5
GANGETIC WEST BENGAL,2003,0.4,14.6,70.2,35.4,82.4,274.7,254.5,239.8,156.6,339.4,8.9,17.8,1494.9
GANGETIC WEST BENGAL,2004,3.5,1.6,14.5,63.2,72.6,288.0,250.7,391.9,264.1,221.7,0.0,0.8,1572.4
GANGETIC WEST BENGAL,2005,26.9,11.9,81.4,41.8,82.6,197.2,352.6,228.8,222.2,352.9,0.0,5.0,1603.3
GANGETIC WEST BENGAL,2006,0.8,3.0,10.7,60.0,120.1,218.4,486.6,318.7,379.8,48.8,7.6,0.3,1655.0
GANGETIC WEST BENGAL,2007,4.0,55.9,38.4,38.4,96.4,231.2,604.4,322.5,457.2,55.0,24.8,0.0,1928.2
GANGETIC WEST BENGAL,2008,49.8,12.4,11.6,43.5,93.5,410.8,338.4,257.8,265.9,72.8,0.0,0.1,1556.7
GANGETIC WEST BENGAL,2009,2.6,1.4,17.5,2.6,229.2,69.0,274.0,333.0,291.2,76.8,10.1,0.3,1307.7
GANGETIC WEST BENGAL,2010,0.3,10.8,7.7,15.2,128.5,189.1,195.4,187.8,193.6,96.9,5.8,29.7,1060.7
GANGETIC WEST BENGAL,2011,2.5,2.8,40.9,76.1,133.0,436.9,220.2,441.4,294.5,36.8,1.3,1.4,1687.7
GANGETIC WEST BENGAL,2012,40.3,15.0,4.3,57.8,44.0,144.5,307.4,259.6,244.5,61.8,46.0,24.5,1249.6
GANGETIC WEST BENGAL,2013,1.4,11.1,6.8,48.3,210.9,237.1,272.5,400.5,243.0,330.6,0.0,0.0,1762.3
GANGETIC WEST BENGAL,2014,0.6,39.4,23.0,3.9,114.7,155.9,304.6,286.6,220.4,55.3,0.1,1.2,1205.7
GANGETIC WEST BENGAL,2015,15.6,5.9,20.0,104.1,64.7,220.3,609.8,262.9,156.6,28.9,5.4,12.0,1506.1
GANGETIC WEST BENGAL,2016,9.9,38.0,14.6,5.8,111.9,172.7,334.7,416.7,233.7,69.8,19.2,0.0,1427.0
GANGETIC WEST BENGAL,2017,1.4,0.0,35.2,25.8,106.3,193.7,489.3,264.5,191.4,225.2,21.9,14.0,1568.6
GANGETIC WEST BENGAL,2018,0.0,2.2,4.0,78.4,87.8,223.4,321.2,234.1,180.6,67.2,2.8,24.3,1226.0
GANGETIC WEST BENGAL,2019,0.0,90.0,41.8,61.5,117.9,109.2,214.0,333.3,295.9,183.8,62.7,10.1,1520.3
GANGETIC WEST BENGAL,2020,34.5,4.9,50.1,76.5,247.1,279.0,277.2,341.3,167.0,81.3,4.4,0.1,1563.3
GANGETIC WEST BENGAL,2021,0.1,0.8,4.8,22.3,257.7,371.7,420.2,263.2,488.9,189.9,25.9,67.3,2112.8
GANGETIC WEST BENGAL,2022,25.0,46.0,0.7,6.5,141.8,127.6,185.8,325.3,232.3,119.4,0.0,0.3,1222.0
GANGETIC WEST BENGAL,2023,0.1,0.2,55.3,34.2,102.1,176.4,184.4,289.7,258.5,172.0,6.2,48.5,1327.6
ORISSA,1901,27.2,19.8,30.9,225.8,208.1,527.9,431.7,464.9,293.1,165.6,115.2,1.2,2511.4
ORISSA,1902,8.9,10.1,106.1,352.7,264.1,622.1,514.7,538.3,443.1,96.9,7.2,1.3,2965.6
ORISSA,1903,20.1,25.3,104.5,140.8,206.6,613.0,360.3,553.3,306.7,159.8,60.1,1.2,2551.7
ORISSA,1904,11.2,56.5,52.5,459.8,374.5,383.5,477.6,438.8,247.0,116.1,46.6,2.5,2666.6
ORISSA,1905,19.9,17.0,138.8,212.6,276.3,522.6,441.4,649.8,276.6,203.0,16.0,25.0,2799.2
ORISSA,1906,9.6,59.3,88.9,264.7,272.2,389.5,542.8,588.1,264.6,166.4,25.0,0.2,2671.4
ORISSA,1907,55.9,37.5,110.3,254.8,213.4,514.6,579.9,303.8,401.6,37.4,4.2,14.0,2527.3
ORISSA,1908,16.2,25.1,20.7,176.3,333.7,392.6,479.9,339.8,405.9,92.1,3.9,0.0,2286.4
ORISSA,1909,19.2,8.9,4.5,195.3,310.5,644.8,346.2,447.6,216.5,164.3,24.6,6.4,2388.8
ORISSA,1910,9.1,32.3,153.6,213.8,276.1,584.2,740.0,419.9,247.8,198.8,16.3,4.3,2896.1
ORISSA,1911,74.7,18.8,93.7,234.9,433.5,536.8,617.3,417.4,388.7,260.8,26.4,2.9,3106.0
ORISSA,1912,9.1,58.2,127.4,303.5,251.8,486.6,566.2,453.9,236.7,182.5,69.2,9.5,2754.6
ORISSA,1913,11.9,90.6,119.5,333.7,393.5,462.3,438.0,355.0,280.9,226.7,10.1,45.6,2767.6
